,id_aviso,banos,estacionamientos,dormitorios,antiguedad_anos,condominio_cerrado,distancia_centro_comuna_m,distancia_centro_concepcion_m,cantidad_paraderos,cantidad_jardines_infantiles,cantidad_colegios,cantidad_universidades,cantidad_plazas,cantidad_supermercados,cantidad_farmacias,cantidad_centros_comerciales,cantidad_hospitales,cantidad_clinicas,cantidad_estaciones_metro,superficie_total_m2,superficie_util_m2,bodegas,gastos_comunes,estacionamiento_visitas,piscina,quincho,conserjeria,ascensor,piso_unidad,rank_nac,c_ig_com,c_ig_reg,c_ig_nac,pob_rsh_uv,hog_uv,p_urbano,precio_clp,nivel_barrio,precio_m2_sector_casa,precio_m2_sector_departamento,tiene_comparables_cercanos,tipo_propiedad_departamento,comuna_otras comunas,comuna_san-pedro-de-la-paz-biobio,amoblado,ratio_total_util
328,MLC-4130987282,2.0,1.0,3,1,True,5605.7,5605.7,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0,45.0,1,0.0,0.0,1.0,1.0,4.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,600000.0,4,7791.327913279132,8635.7276119403,True,True,False,False,0,1.0
329,MLC-4160885786,1.0,0.0,1,1,True,699.4,699.4,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,32.0,37.9,0.0,50.0,0,0.0,0.0,1.0,1.0,6.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,355000.0,2,7791.327913279132,10600.0,True,True,False,False,0,0.8443271767810027
330,MLC-4014306756,2.0,1.0,2,1,False,5168.0,5168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,56.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6409.0,4.0,4.0,4.0,6576.0,3080.0,94.31011496083683,560000.0,0,7791.327913279132,9137.931034482759,True,True,False,False,0,1.0214285714285716
331,MLC-2046335527,1.0,1.0,2,2,True,1717.6,1717.6,5.0,1.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,55.0,50.0,1.0,89.0,0,0.0,0.0,1.0,1.0,8.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,550000.0,3,7791.327913279132,11956.521739130434,True,True,False,False,0,1.1
332,MLC-4014343128,1.0,0.0,1,1,True,1166.5,1166.5,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,50.0,50.0,0.0,100.0,0,0.0,0.0,1.0,1.0,2.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,460000.0,3,7791.327913279132,10692.307692307691,True,True,False,False,0,1.0
333,MLC-4130605006,2.0,1.0,3,33,True,1186.5,1186.5,5.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,75.0,75.0,1.0,145.0,0,0.0,0.0,1.0,1.0,4.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,645000.0,3,7791.327913279132,10750.0,True,True,False,False,0,1.0
334,MLC-4112472710,2.0,1.0,2,9,True,574.2,574.2,5.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,70.0,0,0.0,0.0,0.0,1.0,6.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,560000.0,2,7791.327913279132,10577.044854881267,True,True,False,False,0,1.0
335,MLC-4060669168,1.0,0.0,1,0,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,35.0,35.0,0.0,1.0,0,0.0,0.0,1.0,1.0,18.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,450000.0,2,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
336,MLC-4014383022,1.0,1.0,2,1,False,2744.5,2744.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6,45.0,0.0,45.0,0,0.0,0.0,0.0,0.0,4.0,5901.0,2.0,4.0,4.0,3835.0,2050.0,58.617333955047656,480000.0,4,7791.327913279132,8618.209350747682,True,True,False,False,0,1.0577777777777777
337,MLC-4075506620,1.0,1.0,1,0,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,32.0,37.9,0.0,70.0,0,0.0,0.0,1.0,1.0,2.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,390000.0,2,7791.327913279132,10600.0,True,True,False,False,0,0.8443271767810027
338,MLC-4138310686,2.0,0.0,2,5,True,645.3,645.3,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,47.0,58.7,0.0,45.0,1,0.0,0.0,1.0,1.0,16.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,500000.0,2,7791.327913279132,10554.089709762533,True,True,False,False,0,0.8006814310051107
339,MLC-2001121665,2.0,1.0,2,7,True,1797.5,1797.5,5.0,1.0,4.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,70.0,1,0.0,0.0,1.0,1.0,1.0,6715.0,4.0,4.0,4.0,2440.0,1484.0,100.0,580000.0,3,7791.327913279132,12236.111111111111,True,True,False,False,0,1.0
340,MLC-4130605008,2.0,0.0,2,3,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,45.0,45.0,0.0,80.0,0,0.0,0.0,1.0,1.0,13.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,500000.0,2,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
341,MLC-4116852758,2.0,1.0,2,17,True,515.2,515.2,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,0.0,5.0,0.0,59.9,58.7,0.0,100.0,0,0.0,0.0,1.0,1.0,12.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,650000.0,1,7791.327913279132,11250.0,True,True,False,False,0,1.020442930153322
342,MLC-2031485603,1.0,0.0,1,1,True,3240.9,3240.9,5.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,37.9,1.0,60.0,0,0.0,0.0,1.0,1.0,2.0,6571.0,4.0,4.0,4.0,1072.0,625.0,89.96263054833463,390000.0,1,7791.327913279132,9322.033898305084,True,True,False,False,0,0.8443271767810027
343,MLC-2035100421,1.0,1.0,2,26,True,716.2,716.2,5.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,80.0,0,0.0,0.0,1.0,0.0,4.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,500000.0,2,7791.327913279132,10767.20037127277,True,True,False,False,0,1.0
344,MLC-4134770128,2.0,1.0,2,9,True,574.2,574.2,5.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,70.6,70.0,1.0,70.0,0,0.0,0.0,0.0,1.0,12.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,700000.0,2,7791.327913279132,10577.044854881267,True,True,False,False,0,1.0085714285714285
345,MLC-4018731996,1.0,1.0,1,4,True,1578.9,1578.9,5.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,1.0,66.0,0,0.0,0.0,1.0,1.0,11.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,430000.0,3,7791.327913279132,11339.285714285714,True,True,False,False,0,1.0
346,MLC-2020098073,1.0,0.0,1,10,True,569.0,569.0,5.0,0.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,4.0,0.0,55.0,55.0,1.0,85.0,0,0.0,0.0,1.0,1.0,1.0,5332.0,1.0,4.0,4.0,4499.0,2404.0,99.99999999999996,500000.0,1,7791.327913279132,11073.253833049403,True,True,False,False,0,1.0
347,MLC-4132766554,1.0,1.0,1,12,True,973.8,973.8,5.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,43.0,43.0,1.0,80.0,0,1.0,0.0,1.0,1.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,520000.0,1,7791.327913279132,10629.927498910503,True,True,False,False,0,1.0
348,MLC-4161006750,1.0,0.0,1,8,False,1166.6,1166.6,5.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,1.0,0,0.0,0.0,0.0,0.0,3.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,250000.0,2,7791.327913279132,10038.746274828856,True,True,False,False,0,0.8443271767810027
349,MLC-2011944495,2.0,1.0,3,16,True,3996.5,3996.5,5.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,84.0,84.0,1.0,150.0,0,0.0,0.0,1.0,1.0,1.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,650000.0,1,7791.327913279132,10424.022698612862,True,True,False,False,0,1.0
350,MLC-4134298308,2.0,0.0,2,24,True,1362.2,1362.2,5.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,56.0,56.0,0.0,120.0,0,0.0,0.0,1.0,1.0,4.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,540000.0,3,7791.327913279132,9902.146464646465,True,True,False,False,0,1.0
351,MLC-2011905239,2.0,1.0,3,16,True,3996.5,3996.5,5.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,84.0,84.0,1.0,150.0,0,0.0,0.0,1.0,1.0,1.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,850000.0,1,7791.327913279132,10424.022698612862,True,True,False,False,1,1.0
352,MLC-4134637592,2.0,1.0,0,16,True,4021.1,4021.1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,47.0,0.0,1.0,0,1.0,0.0,1.0,1.0,1.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,800000.0,1,7791.327913279132,10119.047619047618,True,True,False,False,0,1.0638297872340425
353,MLC-2039846081,2.0,0.0,2,1,False,3248.2,3248.2,5.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,80.0,0,0.0,0.0,0.0,1.0,10.0,6571.0,4.0,4.0,4.0,1072.0,625.0,89.96263054833463,480000.0,1,7791.327913279132,9516.98113207547,True,True,False,False,0,1.0
354,MLC-2039833193,2.0,1.0,2,0,True,2692.7,2692.7,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,150.0,0,0.0,0.0,1.0,1.0,13.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,1100000.0,2,7791.327913279132,12156.862745098038,True,True,False,False,1,1.0
355,MLC-4146260320,2.0,1.0,3,17,True,515.2,515.2,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,0.0,5.0,0.0,78.0,75.0,0.0,110.0,0,0.0,0.0,1.0,1.0,8.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,620000.0,1,7791.327913279132,11250.0,True,True,False,False,0,1.04
356,MLC-4151710628,1.0,0.0,3,0,False,1917.3,1917.3,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,55.0,0.0,10.0,0,0.0,0.0,0.0,0.0,1.0,5666.0,2.0,4.0,4.0,2051.0,1108.0,100.0,400000.0,3,7791.327913279132,10000.0,True,True,False,False,0,1.0545454545454545
357,MLC-4155495838,1.0,1.0,1,3,True,1437.0,1437.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,41.0,1.0,49.0,0,0.0,0.0,1.0,1.0,4.0,6691.0,4.0,4.0,4.0,2810.0,1764.0,99.99999999999997,430000.0,3,7791.327913279132,10888.888888888889,True,True,False,False,0,1.0975609756097562
358,MLC-2039839865,2.0,0.0,3,19,True,1124.4,1124.4,5.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,96.0,96.0,0.0,120.0,0,0.0,0.0,1.0,0.0,1.0,4687.0,1.0,4.0,3.0,2156.0,1177.0,57.92632032698844,800000.0,1,7791.327913279132,10629.927498910503,True,True,False,False,0,1.0
359,MLC-4135249432,1.0,1.0,2,1,True,948.9,948.9,5.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,48.0,48.0,1.0,60.0,0,0.0,0.0,1.0,0.0,14.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,470000.0,2,7791.327913279132,10819.148936170212,True,True,False,False,0,1.0
360,MLC-4047669122,2.0,1.0,3,0,True,4825.0,4825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,60.0,0.0,70.0,0,0.0,0.0,1.0,0.0,3.0,6746.0,4.0,4.0,4.0,1359.0,578.0,0.79120010960881,550000.0,1,7791.327913279132,9666.666666666666,True,True,False,False,0,0.9666666666666667
361,MLC-2012996929,2.0,1.0,2,3,True,1141.4,1141.4,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,44.0,0.0,85.0,0,0.0,0.0,1.0,0.0,1.0,5752.0,2.0,4.0,4.0,3137.0,1789.0,100.0,480000.0,2,7791.327913279132,9756.09756097561,True,True,False,False,0,1.0681818181818181
362,MLC-2027785083,2.0,1.0,3,0,True,5167.9,5167.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,0.0,50.0,0,0.0,0.0,1.0,0.0,1.0,6409.0,4.0,4.0,4.0,6576.0,3080.0,94.31011496083683,600000.0,0,7791.327913279132,9137.931034482759,True,True,False,False,0,1.0714285714285714
363,MLC-4118647314,1.0,1.0,1,1,True,758.0,758.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,50.0,0,0.0,0.0,1.0,1.0,9.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,450000.0,2,7791.327913279132,10767.20037127277,True,True,False,False,0,1.0
364,MLC-4084969992,1.0,0.0,2,0,True,515.2,515.2,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,0.0,5.0,0.0,56.0,56.0,0.0,85.0,0,0.0,0.0,1.0,1.0,5.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,480000.0,1,7791.327913279132,11250.0,True,True,False,False,1,1.0
365,MLC-2028678991,2.0,1.0,2,0,False,4686.7,4686.7,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.9,58.7,1.0,95.0,1,1.0,0.0,1.0,1.0,3.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,760000.0,4,7791.327913279132,11464.37994722955,True,True,False,False,0,1.020442930153322
366,MLC-2028681281,2.0,0.0,2,20,True,728.3,728.3,5.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,0.0,5.0,0.0,54.0,54.0,2.0,80.0,0,0.0,0.0,1.0,1.0,2.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,590000.0,1,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
367,MLC-4108979908,1.0,0.0,1,3,True,1406.3,1406.3,5.0,2.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,37.0,35.0,0.0,45.0,0,0.0,0.0,1.0,1.0,4.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,400000.0,3,7791.327913279132,11081.87134502924,True,True,False,False,0,1.0571428571428572
368,MLC-4112424488,1.0,1.0,2,3,True,747.5,747.5,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,47.0,0.0,80.0,0,0.0,0.0,1.0,0.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,620000.0,1,7791.327913279132,11073.253833049403,True,True,False,False,0,0.9574468085106383
369,MLC-2020106341,1.0,1.0,1,5,True,2588.3,2588.3,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,1.0,70.0,1,1.0,0.0,1.0,1.0,16.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,500000.0,2,7791.327913279132,12156.862745098038,True,True,False,False,0,1.2352941176470589
370,MLC-4068250380,1.0,0.0,1,11,False,851.1,851.1,5.0,5.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,5.0,0.0,58.0,58.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,550000.0,1,7791.327913279132,10697.67441860465,True,True,False,False,0,1.0
371,MLC-4120772298,1.0,1.0,3,0,False,2942.6,2942.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,5901.0,2.0,4.0,4.0,3835.0,2050.0,58.617333955047656,480000.0,4,7791.327913279132,8620.689655172413,True,True,False,False,0,1.0
372,MLC-2031473605,2.0,1.0,2,8,True,1076.2,1076.2,5.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,0,0.0,0.0,1.0,1.0,6.0,5941.0,2.0,4.0,4.0,3137.0,1891.0,99.99999999999999,600000.0,2,7791.327913279132,9716.98113207547,True,True,False,False,0,1.0
373,MLC-2011905107,2.0,1.0,3,16,True,3996.5,3996.5,5.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,84.0,84.0,1.0,150.0,0,0.0,0.0,1.0,1.0,1.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,650000.0,1,7791.327913279132,10424.022698612862,True,True,False,False,0,1.0
374,MLC-4087330368,1.0,1.0,1,1,True,758.0,758.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,70.0,0,0.0,0.0,1.0,1.0,14.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,470000.0,2,7791.327913279132,10767.20037127277,True,True,False,False,0,0.8443271767810027
375,MLC-4146274234,1.0,0.0,2,5,True,2744.4,2744.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,45.0,0,0.0,0.0,0.0,0.0,1.0,5901.0,2.0,4.0,4.0,3835.0,2050.0,58.617333955047656,360000.0,4,7791.327913279132,8956.639566395665,True,True,False,False,0,1.0
376,MLC-4145379694,1.0,0.0,1,7,True,1797.5,1797.5,5.0,1.0,4.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,35.0,31.0,0.0,45.0,0,0.0,0.0,1.0,1.0,7.0,6715.0,4.0,4.0,4.0,2440.0,1484.0,100.0,360000.0,3,7791.327913279132,12236.111111111111,True,True,False,False,0,1.1290322580645162
377,MLC-4146273350,2.0,1.0,3,4,False,5136.6,5136.6,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,70.0,1,1.0,0.0,1.0,1.0,5.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,670000.0,4,7791.327913279132,9327.69530299343,True,True,False,False,0,1.0
378,MLC-4155685346,1.0,1.0,1,0,True,1258.0,1258.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,35.0,1.0,90.0,0,0.0,0.0,1.0,1.0,9.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,380000.0,3,7791.327913279132,10857.142857142857,True,True,False,False,0,1.0571428571428572
379,MLC-4155492280,1.0,0.0,1,3,True,1535.1,1535.1,5.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,32.0,37.9,0.0,32.0,1,0.0,0.0,1.0,1.0,9.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,400000.0,3,7791.327913279132,11206.896551724138,True,True,False,False,1,0.8443271767810027
380,MLC-4146278378,2.0,1.0,3,0,True,5141.9,5141.9,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,88.0,0.0,0.0,0,0.0,0.0,1.0,1.0,6.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,750000.0,4,7791.327913279132,9571.42857142857,True,True,False,False,0,1.0227272727272727
381,MLC-4145375228,1.0,0.0,1,8,True,2751.4,2751.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,300000.0,2,7791.327913279132,10263.157894736843,True,True,False,False,0,0.8443271767810027
382,MLC-3972461458,1.0,0.0,1,18,True,361.1,361.1,5.0,0.0,2.0,2.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,32.0,37.9,1.0,92.0,0,0.0,0.0,1.0,1.0,8.0,3511.0,1.0,3.0,3.0,1254.0,785.0,100.0,350000.0,1,7791.327913279132,10694.444444444445,True,True,False,False,0,0.8443271767810027
383,MLC-4112422210,1.0,0.0,2,0,False,1266.0,1266.0,5.0,2.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,50.0,0.0,54.0,0,0.0,0.0,1.0,0.0,1.0,6279.0,3.0,4.0,4.0,2598.0,1648.0,99.99999999999997,350000.0,2,7791.327913279132,9504.215174628662,True,True,False,False,0,1.04
384,MLC-2020671041,1.0,0.0,1,2,True,576.7,576.7,5.0,5.0,1.0,5.0,0.0,1.0,5.0,2.0,0.0,5.0,0.0,32.0,37.9,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,300000.0,1,7791.327913279132,10554.089709762533,True,True,False,False,0,0.8443271767810027
385,MLC-4112423812,2.0,0.0,2,12,True,898.7,898.7,5.0,5.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,56.0,56.0,0.0,90.0,0,0.0,0.0,1.0,0.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,500000.0,1,7791.327913279132,10697.67441860465,True,True,False,False,0,1.0
386,MLC-4098301134,1.0,0.0,1,10,False,1462.4,1462.4,5.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,35.0,0,0.0,0.0,1.0,1.0,4.0,6279.0,3.0,4.0,4.0,2598.0,1648.0,99.99999999999997,380000.0,2,7791.327913279132,10362.51003785706,True,True,False,False,0,1.0
387,MLC-4105683082,2.0,1.0,3,25,True,1008.7,1008.7,5.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,70.0,65.0,1.0,120.0,0,0.0,0.0,1.0,1.0,4.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,695000.0,3,7791.327913279132,10803.571428571428,True,True,False,False,0,1.0769230769230769
388,MLC-2016686189,2.0,1.0,3,8,True,2588.3,2588.3,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,70.0,0.0,180.0,1,1.0,0.0,1.0,0.0,10.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,900000.0,2,7791.327913279132,12156.862745098038,True,True,False,False,0,1.0714285714285714
389,MLC-4050397406,2.0,1.0,2,0,True,948.9,948.9,5.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.0,53.0,1.0,40.0,0,0.0,0.0,1.0,0.0,1.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,550000.0,2,7791.327913279132,10819.148936170212,True,True,False,False,0,1.0566037735849056
390,MLC-4071325048,1.0,0.0,1,2,False,836.5,836.5,5.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,40.0,40.0,0.0,0.0,1,0.0,0.0,1.0,1.0,4.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,490000.0,1,7791.327913279132,10660.377358490567,True,True,False,False,0,1.0
391,MLC-4071321386,2.0,0.0,2,0,True,699.4,699.4,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,48.0,45.0,0.0,60.0,0,0.0,0.0,1.0,0.0,1.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,448485.51,2,7791.327913279132,10600.0,True,True,False,False,0,1.0666666666666667
393,MLC-2006031251,1.0,0.0,1,15,True,793.4,793.4,5.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,39.0,39.0,0.0,55.0,0,0.0,0.0,1.0,0.0,5.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,400000.0,1,7791.327913279132,10660.377358490567,True,True,False,False,0,1.0
394,MLC-4093516152,2.0,1.0,3,16,True,3996.5,3996.5,5.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,84.0,84.0,1.0,150.0,0,0.0,0.0,1.0,1.0,1.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,850000.0,1,7791.327913279132,10424.022698612862,True,True,False,False,1,1.0
395,MLC-4139256762,2.0,1.0,3,26,True,690.6,690.6,5.0,5.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,140.0,140.0,1.0,300.0,0,0.0,0.0,1.0,1.0,3.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,1100000.0,1,7791.327913279132,11153.846153846154,True,True,False,False,0,1.0
396,MLC-3965092012,1.0,1.0,1,7,True,1760.8,1760.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,0.0,0,0.0,0.0,1.0,1.0,6.0,4687.0,1.0,4.0,3.0,2156.0,1177.0,57.92632032698844,380000.0,3,7791.327913279132,11900.871459694989,True,True,False,False,0,0.8443271767810027
397,MLC-4080595282,2.0,1.0,2,6,True,3913.1,3913.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,0.0,80.0,0,1.0,0.0,1.0,1.0,3.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,600000.0,1,7791.327913279132,10619.107479572594,True,True,False,False,1,1.1
398,MLC-4111970876,1.0,1.0,1,8,True,751.5,751.5,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,36.0,34.0,1.0,70.0,1,0.0,0.0,1.0,1.0,13.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,400000.0,1,7791.327913279132,10540.202749618109,True,True,False,False,0,1.0588235294117647
399,MLC-1969407175,1.0,0.0,1,7,True,975.0,975.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,40.0,40.0,0.0,0.0,0,0.0,0.0,1.0,1.0,15.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,430000.0,1,7791.327913279132,9652.093596059112,True,True,False,False,0,1.0
