,id_aviso,banos,estacionamientos,dormitorios,antiguedad_anos,condominio_cerrado,distancia_centro_comuna_m,distancia_centro_concepcion_m,cantidad_paraderos,cantidad_jardines_infantiles,cantidad_colegios,cantidad_universidades,cantidad_plazas,cantidad_supermercados,cantidad_farmacias,cantidad_centros_comerciales,cantidad_hospitales,cantidad_clinicas,cantidad_estaciones_metro,superficie_total_m2,superficie_util_m2,bodegas,gastos_comunes,estacionamiento_visitas,piscina,quincho,conserjeria,ascensor,piso_unidad,rank_nac,c_ig_com,c_ig_reg,c_ig_nac,pob_rsh_uv,hog_uv,p_urbano,precio_clp,nivel_barrio,precio_m2_sector_casa,precio_m2_sector_departamento,tiene_comparables_cercanos,tipo_propiedad_departamento,comuna_otras comunas,comuna_san-pedro-de-la-paz-biobio,amoblado,ratio_total_util
765,MLC-2001175439,2.0,1.0,2,2,True,1053.1,1053.1,5.0,1.0,4.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,1.0,110.0,0,0.0,0.0,1.0,1.0,18.0,6279.0,3.0,4.0,4.0,2598.0,1648.0,99.99999999999997,550000.0,2,7791.327913279132,10000.0,True,True,False,False,0,1.0
766,MLC-2009673139,1.0,0.0,0,9,False,1562.1,1562.1,5.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,22.0,0,0.0,0.0,1.0,1.0,16.0,6691.0,4.0,4.0,4.0,2810.0,1764.0,99.99999999999997,365000.0,3,7791.327913279132,11073.253833049403,True,True,False,False,0,1.0
767,MLC-2017183307,1.0,1.0,1,1,True,375.2,375.2,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,36.0,32.0,1.0,40.0,0,0.0,0.0,1.0,1.0,4.0,5332.0,1.0,4.0,4.0,4499.0,2404.0,99.99999999999996,480000.0,1,7791.327913279132,11073.253833049403,True,True,False,False,0,1.125
768,MLC-4054615038,1.0,0.0,1,12,True,973.8,973.8,5.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,42.0,40.0,0.0,60.0,0,0.0,0.0,0.0,0.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,500000.0,1,7791.327913279132,10629.927498910503,True,True,False,False,0,1.05
769,MLC-4105675818,1.0,0.0,1,1,True,375.2,375.2,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,36.0,32.0,0.0,35.0,0,0.0,0.0,1.0,1.0,4.0,5332.0,1.0,4.0,4.0,4499.0,2404.0,99.99999999999996,430000.0,1,7791.327913279132,11073.253833049403,True,True,False,False,0,1.125
770,MLC-2018358607,2.0,2.0,2,6,True,1912.3,1912.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,50.0,0.0,70.0,1,0.0,0.0,1.0,1.0,1.0,4687.0,1.0,4.0,3.0,2156.0,1177.0,57.92632032698844,550000.0,3,7791.327913279132,11031.711130655722,True,True,False,False,0,1.06
771,MLC-4089199438,1.0,0.0,1,6,True,1605.9,1605.9,5.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,5924.0,2.0,4.0,4.0,3532.0,1915.0,99.99999999999997,420000.0,3,7791.327913279132,10408.276628246078,True,True,False,False,0,1.0526315789473684
772,MLC-4134821914,2.0,1.0,3,0,True,5619.1,5619.1,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,80.0,0,0.0,0.0,1.0,1.0,4.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,580000.0,4,7791.327913279132,8516.242317822653,True,True,False,False,0,1.0
773,MLC-4075811158,2.0,0.0,2,12,True,876.1,876.1,5.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,55.0,55.0,0.0,70.0,0,1.0,0.0,1.0,1.0,4.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,590000.0,1,7791.327913279132,10909.09090909091,True,True,False,False,1,1.0
774,MLC-4082800490,1.0,1.0,2,0,True,5167.9,5167.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,50.7,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,6409.0,4.0,4.0,4.0,6576.0,3080.0,94.31011496083683,470000.0,0,7791.327913279132,9137.931034482759,True,True,False,False,0,0.8717948717948718
775,MLC-2018361181,1.0,1.0,1,0,True,790.9,790.9,5.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,42.0,42.0,0.0,80.0,0,0.0,0.0,1.0,1.0,10.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,550000.0,1,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
776,MLC-2013970895,1.0,0.0,1,0,True,733.8,733.8,5.0,5.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,50.0,50.0,0.0,55.0,0,0.0,0.0,1.0,0.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,480000.0,1,7791.327913279132,11082.923212820999,True,True,False,False,0,1.0
777,MLC-4093526170,1.0,0.0,1,15,False,782.6,782.6,5.0,5.0,2.0,2.0,2.0,3.0,5.0,1.0,0.0,5.0,0.0,43.0,40.0,0.0,45.0,0,0.0,0.0,0.0,0.0,4.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,450000.0,1,7791.327913279132,10727.272727272728,True,True,False,False,0,1.075
778,MLC-4047518622,1.0,1.0,1,26,False,2004.1,2004.1,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,37.0,1.0,55.0,0,0.0,0.0,1.0,0.0,2.0,5666.0,2.0,4.0,4.0,2051.0,1108.0,100.0,450000.0,3,7791.327913279132,10102.040816326531,True,True,False,False,0,1.0810810810810811
779,MLC-1983493753,2.0,1.0,1,13,True,3187.5,3187.5,5.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,50.0,0,0.0,0.0,1.0,0.0,1.0,6571.0,4.0,4.0,4.0,1072.0,625.0,89.96263054833463,530000.0,1,7791.327913279132,9498.680738786281,True,True,False,False,0,1.0
780,MLC-1965950351,2.0,1.0,2,13,True,1643.0,1643.0,5.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,1,0.0,0.0,1.0,1.0,10.0,6304.0,3.0,4.0,4.0,4026.0,2134.0,100.00000000000003,500000.0,4,7791.327913279132,9137.931034482759,True,True,False,False,0,1.0
781,MLC-4061330734,1.0,0.0,2,3,True,705.0,705.0,5.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,50.0,50.0,0.0,70.0,0,0.0,0.0,1.0,1.0,2.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,450000.0,1,7791.327913279132,11206.896551724138,True,True,False,False,0,1.0
782,MLC-3842762844,2.0,1.0,3,20,True,2670.2,2670.2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,95.0,1.0,0.0,1,0.0,0.0,1.0,1.0,10.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,1000000.0,2,7791.327913279132,12156.862745098038,True,True,False,False,0,1.263157894736842
783,MLC-4051095858,1.0,0.0,3,67,True,96.9,96.9,5.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,0.0,5.0,0.0,132.0,132.0,0.0,50.0,0,0.0,0.0,0.0,0.0,3.0,6318.0,3.0,4.0,4.0,1035.0,677.0,100.00000000000001,700000.0,1,7791.327913279132,11538.461538461537,True,True,False,False,0,1.0
784,MLC-3967958424,1.0,0.0,1,12,True,975.0,975.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,35.0,35.0,0.0,60.0,0,0.0,0.0,1.0,1.0,4.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,380000.0,1,7791.327913279132,9652.093596059112,True,True,False,False,0,1.0
785,MLC-2046344079,1.0,0.0,1,4,True,783.9,783.9,5.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,47.0,47.0,1.0,60.0,0,0.0,0.0,1.0,1.0,10.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,465000.0,1,7791.327913279132,10607.23353412655,True,True,False,False,0,1.0
786,MLC-4139256504,2.0,0.0,4,0,False,695.4,695.4,5.0,5.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,5.0,0.0,125.0,125.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,768715.1100000001,1,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
787,MLC-2045859417,1.0,1.0,1,8,False,2621.0,2621.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,55.0,0,0.0,0.0,0.0,1.0,7.0,6304.0,3.0,4.0,4.0,4026.0,2134.0,100.00000000000003,380000.0,3,7791.327913279132,8970.976253298153,True,True,False,False,0,1.0
788,MLC-2037754885,2.0,1.0,2,0,True,746.9,746.9,5.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,55.0,55.0,1.0,130.0,0,0.0,0.0,0.0,1.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,520000.0,1,7791.327913279132,11224.489795918367,True,True,False,False,0,1.0
789,MLC-4146256268,2.0,1.0,3,0,False,5172.0,5172.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,750000.0,4,7791.327913279132,9369.676320272572,True,True,False,False,0,1.0
790,MLC-4162496806,1.0,0.0,1,12,True,645.2,645.2,5.0,5.0,2.0,4.0,3.0,1.0,5.0,2.0,0.0,5.0,0.0,36.0,36.0,0.0,40.0,0,0.0,0.0,1.0,1.0,4.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,430000.0,1,7791.327913279132,10181.818181818182,True,True,False,False,0,1.0
791,MLC-2041075517,2.0,0.0,2,10,True,4785.8,4785.8,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,58.7,1.0,77.0,0,1.0,0.0,1.0,1.0,1.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,460000.0,4,7791.327913279132,10606.060606060606,True,True,False,False,0,1.020442930153322
792,MLC-2011933355,2.0,1.0,2,16,True,1097.5,1097.5,5.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,59.9,58.7,1.0,95.0,0,1.0,0.0,1.0,1.0,1.0,5941.0,2.0,4.0,4.0,3137.0,1891.0,99.99999999999999,500000.0,2,7791.327913279132,10000.0,True,True,False,False,0,1.020442930153322
793,MLC-4085082512,2.0,1.0,2,0,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,50.0,50.0,0.0,70.0,0,0.0,0.0,1.0,1.0,17.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,530000.0,2,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
794,MLC-4138304672,1.0,0.0,1,0,True,948.9,948.9,5.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,65.0,0,0.0,0.0,1.0,1.0,9.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,430000.0,2,7791.327913279132,10619.148936170212,True,True,False,False,0,1.0
795,MLC-4134714582,1.0,0.0,1,0,True,1531.9,1531.9,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,55.0,0,0.0,0.0,0.0,1.0,1.0,4687.0,1.0,4.0,3.0,2156.0,1177.0,57.92632032698844,400000.0,3,7791.327913279132,12500.0,True,True,False,False,0,1.0
796,MLC-2031478371,1.0,1.0,1,0,False,1254.2,1254.2,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,4687.0,1.0,4.0,3.0,2156.0,1177.0,57.92632032698844,500000.0,3,7791.327913279132,10051.107325383304,True,True,False,False,0,1.0
797,MLC-1975379055,2.0,1.0,2,6,True,2588.3,2588.3,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.9,58.7,1.0,160.0,0,1.0,0.0,1.0,1.0,1.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,1054119.82,2,7791.327913279132,12156.862745098038,True,True,False,False,0,1.020442930153322
798,MLC-4155693182,2.0,1.0,4,5,True,1945.3,1945.3,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,50.0,1.0,110.0,0,0.0,0.0,1.0,1.0,10.0,5666.0,2.0,4.0,4.0,2051.0,1108.0,100.0,530000.0,3,7791.327913279132,10000.0,True,True,False,False,0,1.06
799,MLC-1973926265,2.0,0.0,1,0,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,38.0,39.0,0.0,70.0,0,0.0,0.0,1.0,0.0,1.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,500000.0,2,7791.327913279132,10554.089709762533,True,True,False,False,0,0.9743589743589743
800,MLC-4138306084,1.0,1.0,1,0,True,1808.8,1808.8,5.0,1.0,5.0,2.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,39.0,39.0,1.0,45.0,1,0.0,0.0,1.0,1.0,14.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,540000.0,3,7791.327913279132,12142.857142857143,True,True,False,False,0,1.0
801,MLC-1966092899,1.0,1.0,1,7,True,926.7,926.7,5.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,38.0,1.0,70.0,1,0.0,0.0,1.0,1.0,21.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,490000.0,2,7791.327913279132,10619.148936170212,True,True,False,False,0,1.0
802,MLC-2046361239,1.0,0.0,1,0,False,792.5,792.5,5.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,35.0,35.0,0.0,45.0,0,0.0,0.0,1.0,1.0,6.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,320000.0,1,7791.327913279132,10607.23353412655,True,True,False,False,0,1.0
803,MLC-2037765491,1.0,0.0,2,0,True,610.9,610.9,5.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,0.0,5.0,0.0,58.0,58.0,0.0,70.0,0,0.0,0.0,0.0,1.0,1.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,500000.0,1,7791.327913279132,10222.222222222223,True,True,False,False,0,1.0
804,MLC-4139259178,2.0,0.0,2,10,True,2938.0,2938.0,5.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,50.0,0,0.0,0.0,1.0,1.0,16.0,5455.0,1.0,4.0,4.0,10400.0,5578.0,70.00755326012411,550000.0,1,7791.327913279132,9498.680738786281,True,True,False,False,0,1.0
805,MLC-2016683605,1.0,1.0,1,0,True,723.7,723.7,5.0,5.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,50.0,46.0,1.0,90.0,0,0.0,0.0,1.0,1.0,7.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,500000.0,1,7791.327913279132,11082.923212820999,True,True,False,False,0,1.0869565217391304
806,MLC-2019967141,1.0,1.0,2,8,True,747.5,747.5,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,41.0,0.0,80.0,0,0.0,0.0,1.0,1.0,16.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,550000.0,1,7791.327913279132,11073.253833049403,True,True,False,False,0,1.048780487804878
807,MLC-4109153330,2.0,0.0,2,0,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,48.0,45.0,0.0,85.0,0,0.0,0.0,1.0,1.0,3.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,500000.0,2,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0666666666666667
808,MLC-4023557964,2.0,0.0,2,0,True,1047.3,1047.3,5.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,5941.0,2.0,4.0,4.0,3137.0,1891.0,99.99999999999999,400000.0,2,7791.327913279132,10221.465076660988,True,True,False,False,0,1.0
809,MLC-3989427686,2.0,1.0,2,8,True,1335.8,1335.8,5.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,57.0,54.0,1.0,130.0,0,0.0,0.0,1.0,1.0,6.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,600000.0,3,7791.327913279132,10857.142857142857,True,True,False,False,0,1.0555555555555556
810,MLC-4096442032,1.0,0.0,1,4,True,595.6,595.6,5.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,35.0,32.0,0.0,60.0,0,0.0,0.0,1.0,1.0,9.0,3511.0,1.0,3.0,3.0,1254.0,785.0,100.0,390000.0,1,7791.327913279132,10694.444444444445,True,True,False,False,0,1.09375
811,MLC-2031495463,1.0,0.0,1,0,True,751.5,751.5,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,37.0,37.0,0.0,60.0,0,0.0,0.0,1.0,1.0,1.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,380000.0,1,7791.327913279132,10554.089709762533,True,True,False,False,0,1.0
812,MLC-4108980484,1.0,0.0,1,5,True,2566.4,2566.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,50.0,0,0.0,0.0,1.0,1.0,3.0,6304.0,3.0,4.0,4.0,4026.0,2134.0,100.00000000000003,380000.0,4,7791.327913279132,12187.5,True,True,False,False,0,0.8443271767810027
813,MLC-4128149636,2.0,1.0,2,0,False,3484.1,3484.1,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,1.0,0.0,0,0.0,0.0,0.0,1.0,16.0,6324.0,3.0,4.0,4.0,3689.0,1875.0,97.53025843982572,600000.0,1,7791.327913279132,9730.966469428007,True,True,False,False,0,1.0
814,MLC-4044521454,2.0,1.0,2,10,True,4023.9,4023.9,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,100.0,1,1.0,0.0,1.0,1.0,14.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,750000.0,1,7791.327913279132,10192.307692307691,True,True,False,False,0,1.0
815,MLC-4061329886,1.0,1.0,1,1,True,1675.2,1675.2,4.0,1.0,5.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,1.0,40.0,0,0.0,0.0,1.0,1.0,13.0,6691.0,4.0,4.0,4.0,2810.0,1764.0,99.99999999999997,490000.0,3,7791.327913279132,11612.90322580645,True,True,False,False,0,1.0
816,MLC-4143486206,1.0,0.0,3,20,True,1671.7,1671.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0,40.0,0,0.0,0.0,1.0,0.0,4.0,6304.0,3.0,4.0,4.0,4026.0,2134.0,100.00000000000003,420000.0,4,7791.327913279132,10458.333333333332,True,True,False,False,0,1.0204081632653061
817,MLC-4051080286,2.0,1.0,2,0,True,1362.0,1362.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,64.0,64.0,0.0,180.0,0,0.0,0.0,1.0,0.0,8.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,500000.0,3,7791.327913279132,10750.0,True,True,False,False,0,1.0
818,MLC-4063569280,1.0,0.0,1,0,False,792.5,792.5,5.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,32.0,37.9,0.0,55.0,0,0.0,0.0,1.0,1.0,4.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,380000.0,1,7791.327913279132,10607.23353412655,True,True,False,False,1,0.8443271767810027
819,MLC-2016429353,1.0,1.0,1,5,True,3813.5,3813.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,61.0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,6324.0,3.0,4.0,4.0,3689.0,1875.0,97.53025843982572,650000.0,1,7791.327913279132,10166.71297582662,False,True,False,False,0,1.0327868852459017
820,MLC-4108767006,1.0,0.0,2,2,True,802.7,802.7,5.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,35.0,35.0,0.0,50.0,0,0.0,0.0,1.0,1.0,4.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,420000.0,1,7791.327913279132,10660.377358490567,True,True,False,False,0,1.0
821,MLC-2011940263,2.0,0.0,2,0,False,2996.5,2996.5,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,5455.0,1.0,4.0,4.0,10400.0,5578.0,70.00755326012411,480000.0,1,7791.327913279132,10519.303430079157,True,True,False,False,0,1.0
822,MLC-4064405162,2.0,1.0,2,9,True,1103.1,1103.1,5.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,62.0,62.0,1.0,50.0,0,0.0,0.0,1.0,1.0,12.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,600000.0,3,7791.327913279132,10676.341248900615,True,True,False,False,0,1.0
823,MLC-3940090814,3.0,1.0,3,15,True,906.5,906.5,5.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,136.0,1.0,250.0,1,0.0,0.0,1.0,0.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,1475121.9200000002,1,7791.327913279132,11165.158371040725,True,True,False,False,0,1.0294117647058822
824,MLC-4073494538,1.0,1.0,1,2,True,4868.6,4868.6,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,75.0,1,0.0,0.0,1.0,1.0,4.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,410000.0,4,7791.327913279132,10397.058823529413,True,True,False,False,0,0.8443271767810027
825,MLC-2013051825,1.0,0.0,1,11,True,1694.4,1694.4,5.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,68.0,0,0.0,0.0,1.0,1.0,11.0,6691.0,4.0,4.0,4.0,2810.0,1764.0,99.99999999999997,370000.0,3,7791.327913279132,11944.444444444445,True,True,False,False,0,0.8443271767810027
826,MLC-2013011007,2.0,1.0,2,2,True,1373.8,1373.8,5.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,59.9,58.7,0.0,65.0,0,0.0,0.0,1.0,1.0,2.0,6691.0,4.0,4.0,4.0,2810.0,1764.0,99.99999999999997,450000.0,3,7791.327913279132,10869.565217391304,True,True,False,False,0,1.020442930153322
827,MLC-4068926212,2.0,1.0,2,0,False,740.3,740.3,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,1.0,1.0,0,0.0,0.0,1.0,1.0,2.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,480000.0,2,7791.327913279132,10858.845725066461,True,True,False,False,0,1.0769230769230769
828,MLC-4021085470,2.0,1.0,2,6,True,4321.9,4321.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,85.0,0.0,80.0,0,0.0,0.0,1.0,1.0,1.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,670000.0,4,7791.327913279132,9803.921568627451,True,True,False,False,0,1.0305882352941176
829,MLC-4108980266,1.0,0.0,1,1,True,747.5,747.5,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.9,0.0,70.0,0,0.0,0.0,1.0,1.0,6.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,440000.0,1,7791.327913279132,11073.253833049403,True,True,False,False,0,0.8443271767810027
830,MLC-4068279192,2.0,1.0,2,0,True,733.8,733.8,5.0,5.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,60.0,58.0,0.0,60.0,0,0.0,0.0,0.0,0.0,19.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,700000.0,1,7791.327913279132,10971.409525220353,True,True,False,False,0,1.0344827586206897
831,MLC-4060666954,2.0,1.0,2,2,True,716.1,716.1,5.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,0.0,5.0,0.0,85.0,85.0,0.0,100.0,0,0.0,0.0,1.0,1.0,16.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,800000.0,1,7791.327913279132,10869.565217391304,True,True,False,False,0,1.0
832,MLC-2007800835,1.0,1.0,2,0,True,758.0,758.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,50.7,0.0,45.0,0,0.0,0.0,0.0,0.0,14.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,450000.0,2,7791.327913279132,10858.845725066461,True,True,False,False,0,0.7495069033530571
833,MLC-4139259420,2.0,1.0,2,2,True,4868.6,4868.6,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,58.7,0.0,100.0,1,0.0,0.0,1.0,1.0,5.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,500000.0,4,7791.327913279132,10553.030303030304,True,True,False,False,0,1.020442930153322
834,MLC-4146253930,2.0,1.0,2,14,True,746.9,746.9,5.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,56.0,56.0,1.0,145.0,0,0.0,0.0,1.0,0.0,5.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,585000.0,1,7791.327913279132,11224.489795918367,True,True,False,False,0,1.0
835,MLC-4155685886,2.0,1.0,3,20,False,1932.5,1932.5,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,1.0,100.0,0,0.0,0.0,1.0,0.0,12.0,5666.0,2.0,4.0,4.0,2051.0,1108.0,100.0,480000.0,3,7791.327913279132,10102.040816326531,True,True,False,False,0,1.0
