id_aviso,banos,estacionamientos,dormitorios,antiguedad_anos,condominio_cerrado,distancia_centro_comuna_m,distancia_centro_concepcion_m,cantidad_paraderos,cantidad_jardines_infantiles,cantidad_colegios,cantidad_universidades,cantidad_plazas,cantidad_supermercados,cantidad_farmacias,cantidad_centros_comerciales,cantidad_hospitales,cantidad_clinicas,cantidad_estaciones_metro,superficie_total_m2,superficie_util_m2,bodegas,gastos_comunes,estacionamiento_visitas,piscina,quincho,conserjeria,ascensor,piso_unidad,rank_nac,c_ig_com,pob_rsh_uv,hog_uv,p_urbano,precio_clp,costo_total_clp,nivel_barrio,precio_m2_sector_departamento,tiene_comparables_cercanos,comuna_otras comunas,comuna_san-pedro-de-la-paz-biobio,amoblado,ratio_total_util
MLC-4108980484,1.0,0,1,5,True,2566.4,2566.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,37.9,0.0,50000.0,0.0,0.0,0.0,1.0,1.0,3.0,6304.0,3.0,4026.0,2134.0,100.0,380000.0,430000.0,4,12340.425531914894,True,False,False,0,0.8733509234828497
MLC-1908136045,2.0,1,2,0,True,1824.6,4989.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,63.0,0.0,120000.0,1.0,1.0,0.0,1.0,1.0,1.0,6748.0,4.0,2908.0,1351.0,5.75523405114186,620000.0,740000.0,3,11747.553816046966,True,False,True,0,1.0158730158730158
MLC-1944128621,1.0,1,2,7,True,2711.2,2711.2,5.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,56.0,54.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5455.0,1.0,10400.0,5578.0,70.0075532601241,470000.0,470000.0,0,10738.831615120274,True,False,False,0,1.037037037037037
MLC-2016429359,2.0,0,3,25,False,1455.6,1455.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,92000.0,0.0,0.0,0.0,1.0,0.0,5.0,6279.0,3.0,2598.0,1648.0,100.0,470000.0,562000.0,2,11666.666666666666,True,False,False,0,1.0
MLC-1946981377,2.0,1,2,10,True,1681.8,2996.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,70000.0,0.0,1.0,0.0,1.0,1.0,6.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,480000.0,550000.0,0,10166.666666666666,True,False,True,0,1.0
MLC-1954103769,1.0,0,2,6,True,4707.8,4707.8,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,60.0,0.0,40000.0,1.0,0.0,0.0,1.0,0.0,4.0,6409.0,4.0,6576.0,3080.0,94.3101149608368,580000.0,620000.0,0,9144.84126984127,True,False,False,1,0.9666666666666667
MLC-1957487293,2.0,1,2,5,True,3221.5,4548.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,64.0,0.0,90000.0,0.0,1.0,0.0,1.0,0.0,1.0,5933.0,4.0,1180.0,720.0,100.0,630000.0,720000.0,4,10254.261363636364,True,True,False,0,0.9375
MLC-1958748073,2.0,0,2,8,True,848.9,848.9,5.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,5.0,1.0,75.0,70.0,1.0,90000.0,0.0,0.0,0.0,1.0,1.0,7.0,3967.0,1.0,2152.0,1148.0,50.505791961991,570000.0,660000.0,2,11569.148936170212,True,False,False,0,1.0714285714285714
MLC-1973917649,1.0,1,1,7,True,1437.0,1437.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,33.0,0.0,60000.0,0.0,0.0,0.0,1.0,1.0,10.0,6691.0,4.0,2810.0,1764.0,100.0,470000.0,530000.0,4,12400.0,True,False,False,0,1.0606060606060606
MLC-1960282061,2.0,1,2,15,False,5214.5,5214.5,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,59.8,58.2,0.0,59000.0,1.0,0.0,0.0,1.0,1.0,7.0,6684.0,4.0,6833.0,3079.0,90.5171296845883,550000.0,609000.0,4,10000.0,True,False,False,0,1.0274914089347078
MLC-1961382985,2.0,0,2,5,True,3913.1,3913.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,0.0,100000.0,1.0,1.0,0.0,1.0,1.0,4.0,6684.0,4.0,6833.0,3079.0,90.5171296845883,650000.0,750000.0,4,12859.073359073358,True,False,False,0,1.0294117647058822
MLC-1966092899,1.0,1,1,7,True,926.7,926.7,5.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,38.0,1.0,70000.0,1.0,0.0,0.0,1.0,1.0,21.0,6178.0,3.0,2620.0,1658.0,100.0,490000.0,560000.0,2,12234.04255319149,True,False,False,0,1.0
MLC-1967388909,1.0,1,1,15,True,1445.8,4860.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,40.0,1.0,110000.0,1.0,1.0,0.0,1.0,0.0,4.0,6748.0,4.0,2908.0,1351.0,5.75523405114186,400000.0,510000.0,3,11326.671128466121,True,False,True,0,1.125
MLC-1968288773,2.0,1,2,1,True,539.9,4504.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,1.0,100000.0,0.0,1.0,0.0,1.0,1.0,5.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,640000.0,740000.0,0,10916.17933723197,True,False,True,0,1.0294117647058822
MLC-1968291315,1.0,0,1,5,True,1436.2,1436.2,5.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,40.0,37.0,1.0,65000.0,1.0,0.0,0.0,1.0,1.0,8.0,6382.0,3.0,2472.0,1579.0,44.7477970543667,400000.0,465000.0,4,12110.817941952508,True,False,False,0,1.0810810810810811
MLC-1969407175,1.0,0,1,7,True,975.0,975.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,40.0,40.0,0.0,70000.0,0.0,0.0,0.0,1.0,1.0,15.0,5492.0,1.0,2073.0,1418.0,100.0,430000.0,500000.0,2,11612.90322580645,True,False,False,0,1.0
MLC-2095435545,2.0,1,2,9,True,1685.1,2990.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,60000.0,0.0,0.0,0.0,1.0,0.0,1.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,450000.0,510000.0,0,10166.666666666666,True,False,True,0,1.0
MLC-2050897167,1.0,0,1,6,False,697.0,697.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,2.0,0.0,5.0,0.0,33.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6768.0,4.0,1656.0,1111.0,100.0,230000.0,230000.0,2,11777.777777777777,True,False,False,0,0.8776595744680851
MLC-1973926265,2.0,0,2,0,True,698.9,698.9,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,38.0,39.0,0.0,70000.0,0.0,0.0,0.0,1.0,0.0,1.0,4644.0,1.0,2739.0,1645.0,100.0,500000.0,570000.0,2,12234.04255319149,True,False,False,0,0.9743589743589743
MLC-1974260687,2.0,2,2,6,True,935.3,5045.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,65000.0,0.0,0.0,0.0,1.0,0.0,1.0,4433.0,3.0,20174.0,9883.0,82.4572189855629,500000.0,565000.0,4,10454.545454545454,True,False,True,0,1.0
MLC-1984846539,2.0,1,3,5,True,2566.4,2566.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,6304.0,3.0,4026.0,2134.0,100.0,680000.0,680000.0,4,12340.425531914894,True,False,False,0,1.0
MLC-1974286497,2.0,1,2,0,False,1766.4,5906.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,58.0,0.0,68000.0,0.0,1.0,0.0,0.0,0.0,1.0,6064.0,3.0,3245.0,1834.0,100.0,550000.0,618000.0,1,10535.714285714286,True,True,False,0,1.0344827586206897
MLC-1975352157,1.0,0,1,0,True,723.7,723.7,5.0,5.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,33.0,37.6,0.0,55000.0,0.0,0.0,0.0,0.0,1.0,5.0,6636.0,4.0,2317.0,1552.0,99.9999999999999,400000.0,455000.0,2,12744.569381243064,True,False,False,0,0.8776595744680851
MLC-1975377791,2.0,1,2,2,True,2337.9,4967.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,70.0,0.0,90000.0,1.0,1.0,0.0,0.0,1.0,11.0,6748.0,4.0,2908.0,1351.0,5.75523405114186,780000.0,870000.0,3,12142.857142857143,True,False,True,0,1.0285714285714285
MLC-1975378827,1.0,0,1,1,True,698.0,698.0,5.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,38.0,35.0,0.0,70000.0,0.0,0.0,0.0,1.0,1.0,16.0,6636.0,4.0,2317.0,1552.0,99.9999999999999,600000.0,670000.0,2,12792.353823088455,True,False,False,0,1.0857142857142856
MLC-1975378955,2.0,1,2,2,True,2993.1,2993.1,5.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,65.0,60.0,1.0,100000.0,0.0,1.0,0.0,1.0,0.0,1.0,5455.0,1.0,10400.0,5578.0,70.0075532601241,530000.0,630000.0,0,10738.831615120274,True,False,False,0,1.0833333333333333
MLC-1975379055,2.0,1,3,6,True,2588.3,2588.3,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.8,74.9,1.0,160000.0,0.0,1.0,0.0,1.0,1.0,1.0,6741.0,4.0,1295.0,716.0,36.9900234018146,1054119.82,1214119.82,2,14043.911512717536,True,False,False,0,0.7983978638184245
MLC-1975401723,2.0,1,2,4,True,963.2,963.2,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4889.0,1.0,6948.0,3534.0,56.3609274194969,520000.0,520000.0,2,10833.333333333334,True,False,False,0,1.065217391304348
MLC-1975413789,2.0,1,3,33,True,1186.5,1186.5,5.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,75.0,75.0,1.0,145000.0,0.0,0.0,0.0,1.0,1.0,1.0,6382.0,3.0,2472.0,1579.0,44.7477970543667,645000.0,790000.0,4,11873.35092348285,True,False,False,0,1.0
MLC-1976947129,2.0,0,2,0,False,377.5,377.5,5.0,0.0,2.0,2.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,115000.0,0.0,0.0,0.0,1.0,1.0,7.0,3511.0,1.0,1254.0,785.0,100.0,570000.0,685000.0,2,11851.851851851852,True,False,False,0,1.0
MLC-1976959067,1.0,1,1,2,False,354.0,354.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,32.0,30.0,0.0,36000.0,0.0,0.0,0.0,1.0,1.0,7.0,5332.0,1.0,4499.0,2404.0,100.0,450000.0,486000.0,2,12178.387650085764,True,False,False,0,1.0666666666666667
MLC-1976976223,1.0,1,1,1,True,1594.9,1594.9,5.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,33.0,37.6,1.0,95000.0,1.0,0.0,0.0,1.0,1.0,12.0,6382.0,3.0,2472.0,1579.0,44.7477970543667,580000.0,675000.0,4,11829.532604598568,True,False,False,0,0.8776595744680851
MLC-1976986761,1.0,0,2,0,True,2719.1,8891.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5342.0,3.0,2386.0,1215.0,18.5074470416839,490000.0,490000.0,0,9230.76923076923,True,True,False,0,1.0
MLC-1978118349,1.0,0,1,0,True,900.0,4527.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,38.4,42.2,0.0,40000.0,1.0,0.0,0.0,1.0,1.0,1.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,430000.0,470000.0,0,13685.390174732413,True,False,True,0,0.909952606635071
MLC-1978276583,1.0,0,3,14,False,3642.2,7799.6,5.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,56.0,0.0,30000.0,0.0,0.0,0.0,1.0,0.0,1.0,1859.0,2.0,27535.0,12357.0,68.1398650783455,350000.0,380000.0,0,7782.924528301886,True,False,True,0,1.0
MLC-1980232763,2.0,1,3,10,True,1461.6,4986.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,86.0,1.0,120000.0,1.0,1.0,0.0,1.0,1.0,8.0,6748.0,4.0,2908.0,1351.0,5.75523405114186,690000.0,810000.0,3,11481.481481481482,True,False,True,0,0.9534883720930233
MLC-1980245555,2.0,1,2,5,True,726.2,726.2,5.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,60.0,60.0,1.0,150000.0,1.0,0.0,0.0,1.0,1.0,1.0,3967.0,1.0,2152.0,1148.0,50.505791961991,615000.0,765000.0,2,11304.347826086956,True,False,False,0,1.0
MLC-2037754887,1.0,1,2,0,False,645.4,645.4,5.0,5.0,2.0,4.0,3.0,1.0,5.0,2.0,0.0,5.0,0.0,58.0,58.0,1.0,85000.0,0.0,0.0,0.0,0.0,1.0,13.0,6768.0,4.0,1656.0,1111.0,100.0,560000.0,645000.0,2,11304.33273156506,True,False,False,0,1.0
MLC-1980330259,1.0,1,3,4,True,5002.4,5002.4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,58.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6409.0,4.0,6576.0,3080.0,94.3101149608368,530000.0,530000.0,0,9523.809523809523,True,False,False,0,1.0344827586206897
MLC-1980960765,2.0,1,3,6,False,1654.9,1654.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6279.0,3.0,2598.0,1648.0,100.0,680000.0,680000.0,1,11649.122807017544,True,False,False,0,0.7983978638184245
MLC-1982231797,1.0,1,2,5,True,4927.4,4927.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6409.0,4.0,6576.0,3080.0,94.3101149608368,490000.0,490000.0,0,9523.809523809523,True,False,False,0,1.1458333333333333
MLC-1982233255,2.0,1,2,0,False,630.1,630.1,5.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,56.0,56.0,1.0,135000.0,0.0,0.0,0.0,0.0,1.0,7.0,6768.0,4.0,1656.0,1111.0,100.0,490000.0,625000.0,2,11777.777777777777,True,False,False,0,1.0
MLC-1983377571,1.0,1,3,0,True,4556.3,4556.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6282.0,3.0,12506.0,6078.0,99.9999999999999,500000.0,500000.0,4,10896.692439862542,True,False,False,0,1.0784313725490196
MLC-1983402157,2.0,1,3,0,True,6727.6,5907.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,56.0,0.0,90000.0,0.0,0.0,0.0,1.0,0.0,4.0,6064.0,3.0,3245.0,1834.0,100.0,500000.0,590000.0,1,10595.443349753696,True,True,False,0,1.0357142857142858
MLC-1983493753,2.0,1,2,13,True,3187.5,3187.5,5.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,50000.0,0.0,0.0,0.0,1.0,0.0,1.0,6571.0,4.0,1072.0,625.0,89.9626305483346,530000.0,580000.0,0,10924.299952539155,True,False,False,0,1.0
MLC-1984814417,1.0,0,0,4,False,1535.1,1535.1,5.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,31.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6382.0,3.0,2472.0,1579.0,44.7477970543667,500000.0,500000.0,4,12714.285714285714,True,False,False,0,0.8423913043478262
MLC-1984826661,2.0,1,2,1,False,2809.8,6949.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,5385.0,3.0,323.0,156.0,19.0571301445678,665000.0,665000.0,2,10849.056603773584,True,False,True,0,1.0769230769230769
MLC-1984829287,2.0,1,2,7,True,975.0,975.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,57.0,57.0,1.0,100000.0,0.0,0.0,0.0,1.0,1.0,11.0,5492.0,1.0,2073.0,1418.0,100.0,580000.0,680000.0,2,11612.90322580645,True,False,False,0,1.0
MLC-1984831169,2.0,1,2,21,True,1047.3,1047.3,5.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,1.0,5941.0,2.0,3137.0,1891.0,100.0,500000.0,590000.0,2,11428.57142857143,True,False,False,0,1.0
MLC-1984835781,2.0,1,3,9,False,5003.1,5003.1,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71.6,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6282.0,3.0,12506.0,6078.0,99.9999999999999,650000.0,650000.0,4,10500.0,True,False,False,0,1.0228571428571427
MLC-4145437604,2.0,1,2,20,True,7876.0,32483.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,1.0,120000.0,1.0,1.0,0.0,1.0,1.0,8.0,2449.0,2.0,986.0,583.0,51.3838868908969,400000.0,520000.0,2,11400.0,False,True,False,0,1.0666666666666667
MLC-1986430245,1.0,0,2,0,False,2137.5,2137.5,5.0,1.0,5.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,58.0,58.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,1.0,6715.0,4.0,2440.0,1484.0,100.0,450000.0,520000.0,4,11326.530612244898,True,False,False,0,1.0
MLC-1986460611,1.0,1,1,0,True,1653.0,4644.7,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,70000.0,1.0,0.0,0.0,1.0,1.0,2.0,6748.0,4.0,2908.0,1351.0,5.75523405114186,500000.0,570000.0,3,11590.90909090909,True,False,True,1,1.0
MLC-1986460775,2.0,1,2,2,True,2751.7,6895.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.0,1.0,55000.0,1.0,0.0,0.0,1.0,1.0,9.0,5385.0,3.0,323.0,156.0,19.0571301445678,520000.0,575000.0,2,11857.142857142857,True,False,True,0,1.1320754716981132
MLC-1986557509,1.0,1,1,0,True,1762.2,1762.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,37.6,0.0,50000.0,0.0,0.0,0.0,1.0,1.0,11.0,5924.0,2.0,3532.0,1915.0,100.0,450000.0,500000.0,4,11477.572559366756,True,False,False,0,0.8776595744680851
MLC-1986567935,2.0,1,2,1,False,1200.9,1200.9,5.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,56.7,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6741.0,4.0,1295.0,716.0,36.9900234018146,650000.0,650000.0,2,13666.666666666666,True,False,False,0,1.030909090909091
MLC-1986964247,1.0,1,3,8,False,3169.0,3169.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,1.0,6441.0,4.0,887.0,463.0,99.6600561653695,570000.0,580000.0,0,10422.667123204898,True,False,False,0,1.0
MLC-4223649362,2.0,1,2,6,False,1110.2,1110.2,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,1.0,80000.0,0.0,0.0,0.0,1.0,1.0,11.0,5941.0,2.0,3137.0,1891.0,100.0,620000.0,700000.0,2,11018.518518518518,True,False,False,0,1.18
MLC-1986997881,2.0,1,2,5,True,895.7,895.7,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,110000.0,0.0,0.0,0.0,1.0,1.0,10.0,5752.0,2.0,3137.0,1789.0,100.0,680000.0,790000.0,2,11525.738892151105,True,False,False,0,1.0
MLC-1988141769,2.0,0,2,0,True,1447.5,1447.5,5.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6279.0,3.0,2598.0,1648.0,100.0,700000.0,700000.0,2,11631.578947368422,True,False,False,0,1.0
MLC-1988150973,2.0,1,2,1,True,733.8,733.8,5.0,5.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,53.0,48.0,0.0,70000.0,0.0,0.0,0.0,1.0,1.0,14.0,6636.0,4.0,2317.0,1552.0,99.9999999999999,680000.0,750000.0,2,12625.0,True,False,False,0,1.1041666666666667
MLC-1990021677,2.0,1,2,5,True,1334.9,1334.9,5.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,52.0,0.0,80000.0,1.0,0.0,0.0,0.0,1.0,6.0,6691.0,4.0,2810.0,1764.0,100.0,600000.0,680000.0,4,12229.53216374269,True,False,False,0,1.1153846153846154
MLC-1990025989,2.0,1,2,9,True,1685.1,2990.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,1.0,60000.0,0.0,1.0,0.0,0.0,0.0,1.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,630000.0,690000.0,0,10166.666666666666,True,False,True,1,1.0
MLC-1990029339,2.0,1,2,8,True,3913.1,3913.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.2,1.0,100000.0,0.0,1.0,0.0,1.0,1.0,1.0,6684.0,4.0,6833.0,3079.0,90.5171296845883,590000.0,690000.0,4,12859.073359073358,True,False,False,1,0.9450171821305842
MLC-1990058255,2.0,1,2,10,True,4026.9,4026.9,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,60.0,1.0,80000.0,1.0,1.0,0.0,1.0,1.0,12.0,6684.0,4.0,6833.0,3079.0,90.5171296845883,650000.0,730000.0,4,12363.757199822772,True,False,False,1,1.0
MLC-1990064669,2.0,1,2,9,True,1685.1,2990.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,1.0,60000.0,0.0,0.0,0.0,0.0,0.0,1.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,530000.0,590000.0,0,10166.666666666666,True,False,True,0,1.0
MLC-1990067511,2.0,1,2,7,True,3984.7,8154.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,68.0,0.0,70000.0,0.0,1.0,0.0,1.0,1.0,3.0,1859.0,2.0,27535.0,12357.0,68.1398650783455,550000.0,620000.0,0,10000.0,True,False,True,0,1.0588235294117647
MLC-2095436021,2.0,1,3,3,True,863.3,4951.8,5.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,94.0,85.0,1.0,160000.0,0.0,0.0,0.0,1.0,0.0,5.0,4433.0,3.0,20174.0,9883.0,82.4572189855629,750000.0,910000.0,4,10420.16806722689,True,False,True,0,1.1058823529411765
MLC-1990071015,1.0,1,2,0,False,6092.8,6633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,50000.0,0.0,0.0,0.0,0.0,1.0,1.0,6682.0,4.0,4021.0,1996.0,65.5175717706704,550000.0,600000.0,1,12500.0,True,True,False,0,1.0
MLC-4111972100,2.0,1,2,0,True,900.0,4527.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,58.0,0.0,120000.0,0.0,0.0,0.0,0.0,1.0,1.0,5879.0,4.0,12234.0,5977.0,80.4354882614475,650000.0,770000.0,0,13685.390174732413,True,False,True,0,1.103448275862069
MLC-1990071487,2.0,1,2,11,True,1194.7,5280.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,59.0,0.0,80000.0,1.0,0.0,0.0,1.0,1.0,1.0,4433.0,3.0,20174.0,9883.0,82.4572189855629,590000.0,670000.0,4,10172.413793103447,True,False,True,0,1.0847457627118644
MLC-1990077303,1.0,1,2,10,True,775.2,775.2,5.0,4.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,4.0,0.0,56.0,56.0,1.0,75000.0,0.0,0.0,0.0,1.0,1.0,15.0,3967.0,1.0,2152.0,1148.0,50.505791961991,530000.0,605000.0,2,11285.714285714286,True,False,False,0,1.0
MLC-1991839121,1.0,1,2,10,False,580.1,580.1,5.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,80000.0,1.0,0.0,0.0,1.0,0.0,1.0,5332.0,1.0,4499.0,2404.0,100.0,550000.0,630000.0,2,10727.272727272728,True,False,False,1,1.0
MLC-1991845063,2.0,1,2,0,True,830.0,12415.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,80000.0,1.0,0.0,0.0,1.0,0.0,2.0,5136.0,2.0,13939.0,6879.0,81.3670347779654,650000.0,730000.0,1,8586.587436332768,True,True,False,0,1.0
MLC-1991911453,2.0,0,2,0,True,6172.8,6458.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6682.0,4.0,4021.0,1996.0,65.5175717706704,750000.0,750000.0,1,13636.363636363636,True,True,False,1,1.0
MLC-1994487745,2.0,1,2,0,False,699.7,699.7,5.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,59.8,58.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,4644.0,1.0,2739.0,1645.0,100.0,500000.0,500000.0,2,12400.0,True,False,False,0,1.0274914089347078
MLC-1991923311,1.0,0,1,1,False,710.8,710.8,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,37.6,0.0,57000.0,1.0,0.0,0.0,1.0,1.0,1.0,6636.0,4.0,2317.0,1552.0,99.9999999999999,450000.0,507000.0,2,12753.289705882353,True,False,False,0,0.8776595744680851
