id_aviso,banos,estacionamientos,dormitorios,antiguedad_anos,condominio_cerrado,distancia_centro_comuna_m,distancia_centro_concepcion_m,cantidad_paraderos,cantidad_jardines_infantiles,cantidad_colegios,cantidad_universidades,cantidad_plazas,cantidad_supermercados,cantidad_farmacias,cantidad_centros_comerciales,cantidad_hospitales,cantidad_clinicas,cantidad_estaciones_metro,superficie_total_m2,superficie_util_m2,bodegas,gastos_comunes,estacionamiento_visitas,piscina,quincho,conserjeria,ascensor,piso_unidad,rank_nac,c_ig_com,c_ig_reg,c_ig_nac,pob_rsh_uv,hog_uv,p_urbano,precio_clp,nivel_barrio,precio_m2_sector_departamento,tiene_comparables_cercanos,comuna_otras comunas,comuna_san-pedro-de-la-paz-biobio,amoblado,ratio_total_util
MLC-4155629490,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155629144,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155690732,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4160974816,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4160974574,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4160883402,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4160974384,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4160883222,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4160883104,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4161000018,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155694356,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155694280,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155694172,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155694122,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155694112,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155694104,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155629156,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155629076,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155693878,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155693794,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155693704,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155628684,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155499248,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155498960,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155628266,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155498782,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
MLC-4155628132,2.0,1.0,2,1,False,6253.6,6496.6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,6682.0,4.0,4.0,4.0,4021.0,1996.0,65.51757177067043,650000.0,2,12500.0,True,True,False,0,1.0961538461538463
